invoice_no,stock_code,description,quantity,invoice_date,unit_price_gbp,customer_id,country,market
493877,22349,"DOG BOWL , CHASING BALL DESIGN",12,2010-01-07 19:34:00,3.75,14911,EIRE,Europe
493877,22350,CAT BOWL,12,2010-01-07 19:34:00,2.55,14911,EIRE,Europe
493877,35968,FOLK ART METAL HEART T-LIGHT HOLDER,24,2010-01-07 19:34:00,0.38,14911,EIRE,Europe
493877,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2010-01-07 19:34:00,7.95,14911,EIRE,Europe
493877,47599A,PINK PARTY BAGS,18,2010-01-07 19:34:00,2.1,14911,EIRE,Europe
493877,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2010-01-07 19:34:00,0.85,14911,EIRE,Europe
493877,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,10,2010-01-07 19:34:00,2.95,14911,EIRE,Europe
493877,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,2010-01-07 19:34:00,6.95,14911,EIRE,Europe
493877,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-01-07 19:34:00,1.25,14911,EIRE,Europe
493877,84509F,NEW ENGLAND PLACEMATS,12,2010-01-07 19:34:00,3.75,14911,EIRE,Europe
493877,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,2010-01-07 19:34:00,2.95,14911,EIRE,Europe
493877,84519B,CARROT CHARLIE+LOLA COASTER SET,6,2010-01-07 19:34:00,2.95,14911,EIRE,Europe
493877,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2010-01-07 19:34:00,0.85,14911,EIRE,Europe
493877,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,12,2010-01-07 19:34:00,0.85,14911,EIRE,Europe
493877,84839,SWEETHEART KEY CABINET,10,2010-01-07 19:34:00,5.55,14911,EIRE,Europe
493877,84867A,PINK BABY GIRLS PHOTO ALBUM,12,2010-01-07 19:34:00,5.95,14911,EIRE,Europe
493877,84913A,SOFT PINK ROSE TOWEL,12,2010-01-07 19:34:00,4.65,14911,EIRE,Europe
493877,84917,WHITE HAND TOWEL WITH BUTTERFLY,10,2010-01-07 19:34:00,5.95,14911,EIRE,Europe
493877,84968B,S/16 VINTAGE IVORY CUTLERY,12,2010-01-07 19:34:00,12.75,14911,EIRE,Europe
493877,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,2010-01-07 19:34:00,0.95,14911,EIRE,Europe
493877,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2010-01-07 19:34:00,0.85,14911,EIRE,Europe
493877,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-01-07 19:34:00,1.25,14911,EIRE,Europe
493877,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-01-07 19:34:00,0.55,14911,EIRE,Europe
493877,85091,CANDY SPOT BREAD BASKETS,12,2010-01-07 19:34:00,4.95,14911,EIRE,Europe
493877,85113,POLKA DOT PISTACHIO PAIL,12,2010-01-07 19:34:00,2.1,14911,EIRE,Europe
493877,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2010-01-07 19:34:00,2.95,14911,EIRE,Europe
493878,10002,INFLATABLE POLITICAL GLOBE,12,2010-01-08 09:08:00,0.85,14769,United Kingdom,UK
493878,20749,ASSORTED COLOUR MINI CASES,2,2010-01-08 09:08:00,7.95,14769,United Kingdom,UK
493878,20750,RED/WHITE DOT MINI CASES,2,2010-01-08 09:08:00,7.95,14769,United Kingdom,UK
493878,20914,SET/5 RED SPOTTY LID GLASS BOWLS,6,2010-01-08 09:08:00,2.95,14769,United Kingdom,UK
493878,21181,PLEASE ONE PERSON  METAL SIGN,6,2010-01-08 09:08:00,2.1,14769,United Kingdom,UK
493878,21314,SMALL GLASS HEART TRINKET POT,8,2010-01-08 09:08:00,2.1,14769,United Kingdom,UK
493878,21355,TOAST ITS - I LOVE YOU,12,2010-01-08 09:08:00,1.25,14769,United Kingdom,UK
493878,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,2010-01-08 09:08:00,2.55,14769,United Kingdom,UK
493878,21557,SET OF 6 FUNKY BEAKERS,6,2010-01-08 09:08:00,2.95,14769,United Kingdom,UK
493878,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2010-01-08 09:08:00,0.85,14769,United Kingdom,UK
493878,21704,BAG 250g SWIRLY MARBLES,12,2010-01-08 09:08:00,0.85,14769,United Kingdom,UK
493878,21765,HANGING METAL BIRD BATH,2,2010-01-08 09:08:00,7.95,14769,United Kingdom,UK
493878,21832,CHOCOLATE CALCULATOR,12,2010-01-08 09:08:00,1.65,14769,United Kingdom,UK
493878,21903,MAN FLU METAL SIGN,6,2010-01-08 09:08:00,2.1,14769,United Kingdom,UK
493878,21908,CHOCOLATE THIS WAY METAL SIGN,6,2010-01-08 09:08:00,2.1,14769,United Kingdom,UK
493878,21916,SET 12 RETRO WHITE CHALK STICKS,24,2010-01-08 09:08:00,0.42,14769,United Kingdom,UK
493878,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2010-01-08 09:08:00,0.42,14769,United Kingdom,UK
493878,22059,CERAMIC STRWBERRY DESIGN MUG,12,2010-01-08 09:08:00,1.49,14769,United Kingdom,UK
493878,22139,RETRO SPOT TEA SET CERAMIC 11 PC,3,2010-01-08 09:08:00,4.95,14769,United Kingdom,UK
493878,22189,CREAM HEART CARD HOLDER,4,2010-01-08 09:08:00,3.95,14769,United Kingdom,UK
493878,22198,"POPCORN HOLDER , LARGE",12,2010-01-08 09:08:00,1.65,14769,United Kingdom,UK
493878,22318,FIVE HEART HANGING DECORATION,6,2010-01-08 09:08:00,2.95,14769,United Kingdom,UK
493878,22341,LOVE GARLAND PAINTED ZINC,12,2010-01-08 09:08:00,1.65,14769,United Kingdom,UK
493878,22342,HOME GARLAND PAINTED ZINC,12,2010-01-08 09:08:00,1.65,14769,United Kingdom,UK
493878,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2010-01-08 09:08:00,0.85,14769,United Kingdom,UK
493878,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-01-08 09:08:00,1.65,14769,United Kingdom,UK
493878,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-01-08 09:08:00,0.21,14769,United Kingdom,UK
493878,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-01-08 09:08:00,1.95,14769,United Kingdom,UK
493878,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-01-08 09:08:00,1.25,14769,United Kingdom,UK
493878,84671B,CROCHET BEAR WITH BLUE STRIPES,4,2010-01-08 09:08:00,2.55,14769,United Kingdom,UK
493878,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-01-08 09:08:00,0.65,14769,United Kingdom,UK
493878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-01-08 09:08:00,2.95,14769,United Kingdom,UK
493878,85152,HAND OVER THE CHOCOLATE   SIGN,6,2010-01-08 09:08:00,2.1,14769,United Kingdom,UK
493878,85232B,SET/3 RUSSIAN DOLL STACKING TINS,3,2010-01-08 09:08:00,4.95,14769,United Kingdom,UK
493878,90167,BEADED LOVE HEART JEWELLERY SET,12,2010-01-08 09:08:00,0.85,14769,United Kingdom,UK
493880,20685,RED SPOTTY COIR DOORMAT,2,2010-01-08 09:23:00,6.75,13047,United Kingdom,UK
493880,21314,SMALL GLASS HEART TRINKET POT,16,2010-01-08 09:23:00,2.1,13047,United Kingdom,UK
493880,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2010-01-08 09:23:00,2.95,13047,United Kingdom,UK
493880,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-01-08 09:23:00,1.25,13047,United Kingdom,UK
493880,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2010-01-08 09:23:00,6.75,13047,United Kingdom,UK
493880,21667,GLASS CAKE COVER AND PLATE,2,2010-01-08 09:23:00,16.95,13047,United Kingdom,UK
493880,21733,RED HANGING HEART T-LIGHT HOLDER,18,2010-01-08 09:23:00,2.95,13047,United Kingdom,UK
493880,21754,HOME BUILDING BLOCK WORD,12,2010-01-08 09:23:00,5.95,13047,United Kingdom,UK
493880,48187,DOOR MAT NEW ENGLAND,2,2010-01-08 09:23:00,6.75,13047,United Kingdom,UK
493880,48189,DOOR MAT FRIENDSHIP,4,2010-01-08 09:23:00,6.75,13047,United Kingdom,UK
493880,48194,DOORMAT HEARTS,2,2010-01-08 09:23:00,6.75,13047,United Kingdom,UK
493880,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-01-08 09:23:00,3.25,13047,United Kingdom,UK
493880,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2010-01-08 09:23:00,1.69,13047,United Kingdom,UK
493880,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2010-01-08 09:23:00,2.55,13047,United Kingdom,UK
493881,21523,FANCY FONT HOME SWEET HOME DOORMAT,10,2010-01-08 09:38:00,5.95,17018,United Kingdom,UK
493881,21524,SPOTTY  HOME SWEET HOME DOORMAT,10,2010-01-08 09:38:00,5.95,17018,United Kingdom,UK
493881,48111,DOOR MAT 3 SMILEY CATS,10,2010-01-08 09:38:00,5.95,17018,United Kingdom,UK
493881,48129,DOOR MAT TOPIARY,10,2010-01-08 09:38:00,5.95,17018,United Kingdom,UK
493881,48187,DOOR MAT NEW ENGLAND,10,2010-01-08 09:38:00,5.95,17018,United Kingdom,UK
493881,48197,DOOR MAT BIRD ON THE WIRE,10,2010-01-08 09:38:00,5.95,17018,United Kingdom,UK
493882,15036,ASSORTED COLOURS SILK FAN,48,2010-01-08 10:02:00,0.65,15586,United Kingdom,UK
493882,15044B,BLUE PAPER PARASOL,6,2010-01-08 10:02:00,2.95,15586,United Kingdom,UK
493882,15044D,RED PAPER PARASOL,6,2010-01-08 10:02:00,2.95,15586,United Kingdom,UK
493882,17033,"BROCADE PURSE,SMALL ARCH BUTTON",36,2010-01-08 10:02:00,0.29,15586,United Kingdom,UK
493882,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2010-01-08 10:02:00,1.25,15586,United Kingdom,UK
493882,20972,PINK CREAM FELT CRAFT TRINKET BOX,24,2010-01-08 10:02:00,1.25,15586,United Kingdom,UK
493882,20989,URBAN CHIC CHOPSTICKS SET/5,10,2010-01-08 10:02:00,1.95,15586,United Kingdom,UK
493882,21494,ROTATING LEAVES T-LIGHT HOLDER,24,2010-01-08 10:02:00,2.55,15586,United Kingdom,UK
493882,21871,SAVE THE PLANET MUG,24,2010-01-08 10:02:00,1.25,15586,United Kingdom,UK
493882,21911,GARDEN METAL SIGN,12,2010-01-08 10:02:00,1.65,15586,United Kingdom,UK
493882,21985,PACK OF 12 HEARTS DESIGN TISSUES,48,2010-01-08 10:02:00,0.29,15586,United Kingdom,UK
493882,22150,3 STRIPEY MICE FELTCRAFT,12,2010-01-08 10:02:00,1.95,15586,United Kingdom,UK
493882,22219,LOVEBIRD HANGING DECORATION WHITE,60,2010-01-08 10:02:00,0.85,15586,United Kingdom,UK
493882,22231,JIGSAW TREE WITH BIRDHOUSE,24,2010-01-08 10:02:00,1.45,15586,United Kingdom,UK
493882,22233,JIGSAW RABBIT AND BIRDHOUSE,24,2010-01-08 10:02:00,1.65,15586,United Kingdom,UK
493882,22264,FELT FARM ANIMAL WHITE BUNNY,12,2010-01-08 10:02:00,0.85,15586,United Kingdom,UK
493882,22294,HEART FILIGREE DOVE  SMALL,24,2010-01-08 10:02:00,1.25,15586,United Kingdom,UK
493882,22297,HEART IVORY TRELLIS SMALL,24,2010-01-08 10:02:00,1.25,15586,United Kingdom,UK
493882,22301,COFFEE MUG CAT + BIRD DESIGN,24,2010-01-08 10:02:00,2.55,15586,United Kingdom,UK
493882,40016,CHINESE DRAGON PAPER LANTERNS,48,2010-01-08 10:02:00,0.42,15586,United Kingdom,UK
493882,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2010-01-08 10:02:00,3.75,15586,United Kingdom,UK
493882,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2010-01-08 10:02:00,3.75,15586,United Kingdom,UK
493882,84988,SET OF 72 PINK HEART PAPER DOILIES,24,2010-01-08 10:02:00,1.45,15586,United Kingdom,UK
493882,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-01-08 10:02:00,0.55,15586,United Kingdom,UK
493882,85017A,ENVELOPE 50 ROMANTIC IMAGES,24,2010-01-08 10:02:00,0.85,15586,United Kingdom,UK
493883,15056BL,EDWARDIAN PARASOL BLACK,600,2010-01-08 10:06:00,3.0,18102,United Kingdom,UK
493883,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,576,2010-01-08 10:06:00,3.0,18102,United Kingdom,UK
493884,21156,RED SPOTTY CHILDS APRON,120,2010-01-08 10:08:00,1.65,14045,United Kingdom,UK
493884,47591D,PINK FAIRY CAKE CHILD'S APRON,120,2010-01-08 10:08:00,1.65,14045,United Kingdom,UK
493885,15056N,EDWARDIAN PARASOL NATURAL,600,2010-01-08 10:09:00,3.0,18102,United Kingdom,UK
493885,20679,EDWARDIAN PARASOL RED,600,2010-01-08 10:09:00,3.0,18102,United Kingdom,UK
493885,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,576,2010-01-08 10:09:00,3.0,18102,United Kingdom,UK
493885,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,432,2010-01-08 10:09:00,3.0,18102,United Kingdom,UK
493886,21255,"FRENCH BOTTLE , LAVENDER",6,2010-01-08 10:30:00,1.65,16497,United Kingdom,UK
493886,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,21279,VINTAGE KITCHEN PRINT FRUITS,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,21281,VINTAGE KITCHEN PRINT SEAFOOD,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,21333,CLASSIC WHITE FRAME,8,2010-01-08 10:30:00,2.95,16497,United Kingdom,UK
493886,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-01-08 10:30:00,1.25,16497,United Kingdom,UK
493886,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-01-08 10:30:00,4.95,16497,United Kingdom,UK
493886,21659,GLASS CAKE STAND,1,2010-01-08 10:30:00,14.95,16497,United Kingdom,UK
493886,21661,VINTAGE GLASS TEA CADDY,3,2010-01-08 10:30:00,5.95,16497,United Kingdom,UK
493886,21662,VINTAGE GLASS COFFEE CADDY,3,2010-01-08 10:30:00,5.95,16497,United Kingdom,UK
493886,21663,VINTAGE GLASS SUGAR CADDY,3,2010-01-08 10:30:00,5.95,16497,United Kingdom,UK
493886,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-01-08 10:30:00,0.55,16497,United Kingdom,UK
493886,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-01-08 10:30:00,4.95,16497,United Kingdom,UK
493886,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-01-08 10:30:00,2.95,16497,United Kingdom,UK
493886,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,22302,COFFEE MUG PEARS  DESIGN,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,22303,COFFEE MUG APPLES DESIGN,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,22305,COFFEE MUG PINK PAISLEY DESIGN,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-01-08 10:30:00,2.55,16497,United Kingdom,UK
493886,82494L,WOODEN FRAME ANTIQUE WHITE,6,2010-01-08 10:30:00,2.95,16497,United Kingdom,UK
493886,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-01-08 10:30:00,1.95,16497,United Kingdom,UK
493886,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-01-08 10:30:00,3.25,16497,United Kingdom,UK
493886,84836,ZINC METAL HEART DECORATION,12,2010-01-08 10:30:00,1.25,16497,United Kingdom,UK
493886,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2010-01-08 10:30:00,12.75,16497,United Kingdom,UK
493886,84839,SWEETHEART KEY CABINET,2,2010-01-08 10:30:00,6.75,16497,United Kingdom,UK
493886,84975,HEART SHAPED MIRROR,6,2010-01-08 10:30:00,1.69,16497,United Kingdom,UK
493886,84991,60 TEATIME FAIRY CAKE CASES,24,2010-01-08 10:30:00,0.55,16497,United Kingdom,UK
493886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-01-08 10:30:00,2.95,16497,United Kingdom,UK
493887,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,36,2010-01-08 10:34:00,0.42,17457,United Kingdom,UK
493887,21488,RED WHITE SCARF  HOT WATER BOTTLE,48,2010-01-08 10:34:00,3.45,17457,United Kingdom,UK
493887,22138,BAKING SET 9 PIECE RETROSPOT,24,2010-01-08 10:34:00,4.25,17457,United Kingdom,UK
493887,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,24,2010-01-08 10:34:00,6.35,17457,United Kingdom,UK
493887,70006,LOVE HEART POCKET WARMER,90,2010-01-08 10:34:00,1.25,17457,United Kingdom,UK
493887,84029E,RED WOOLLY HOTTIE WHITE HEART.,72,2010-01-08 10:34:00,2.95,17457,United Kingdom,UK
493897,M,Manual,1,2010-01-08 10:39:00,780.52,14911,EIRE,Europe
493899,21076,SET/20 COLLAGE PAPER NAPKIN,12,2010-01-08 10:43:00,0.85,12417,Belgium,Europe
493899,21084,SET/6 COLLAGE PAPER CUPS,12,2010-01-08 10:43:00,0.65,12417,Belgium,Europe
493899,21090,SET/6 COLLAGE PAPER PLATES,12,2010-01-08 10:43:00,0.85,12417,Belgium,Europe
493899,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,2010-01-08 10:43:00,4.25,12417,Belgium,Europe
493899,21843,RETRO SPOT CAKE STAND,2,2010-01-08 10:43:00,10.95,12417,Belgium,Europe
493899,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2010-01-08 10:43:00,9.95,12417,Belgium,Europe
493899,22218,CAKE STAND LACE WHITE,3,2010-01-08 10:43:00,4.25,12417,Belgium,Europe
493899,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2010-01-08 10:43:00,12.75,12417,Belgium,Europe
493899,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",12,2010-01-08 10:43:00,1.65,12417,Belgium,Europe
493899,22254,FELT TOADSTOOL LARGE,12,2010-01-08 10:43:00,1.25,12417,Belgium,Europe
493899,22260,FELT EGG COSY BLUE RABBIT,12,2010-01-08 10:43:00,0.85,12417,Belgium,Europe
493899,22263,FELT EGG COSY LADYBIRD,12,2010-01-08 10:43:00,0.85,12417,Belgium,Europe
493899,22282,12 EGG HOUSE PAINTED WOOD,2,2010-01-08 10:43:00,12.75,12417,Belgium,Europe
493899,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,2010-01-08 10:43:00,2.55,12417,Belgium,Europe
493899,37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,2010-01-08 10:43:00,9.95,12417,Belgium,Europe
493899,47587A,PINK FAIRY CAKE COASTER,10,2010-01-08 10:43:00,0.85,12417,Belgium,Europe
493899,79030G,"TUMBLER, NEW ENGLAND",6,2010-01-08 10:43:00,1.65,12417,Belgium,Europe
493899,82613D,METAL SIGN CUPCAKE SINGLE HOOK,8,2010-01-08 10:43:00,1.25,12417,Belgium,Europe
493899,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2010-01-08 10:43:00,0.85,12417,Belgium,Europe
493899,84533B,FAIRY CAKES ROUND NESTING BOXES,4,2010-01-08 10:43:00,5.95,12417,Belgium,Europe
493899,84762A,WHITE PICNIC BARBECUE BUCKET,1,2010-01-08 10:43:00,10.75,12417,Belgium,Europe
493899,85008,SET OF 3 CONEY ISLAND OVAL BOXES,3,2010-01-08 10:43:00,4.95,12417,Belgium,Europe
493899,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-01-08 10:43:00,1.25,12417,Belgium,Europe
493899,85093,CANDY SPOT EGG WARMER HARE,12,2010-01-08 10:43:00,1.25,12417,Belgium,Europe
493899,85117,NIGHTINGALE COATHOOK WHITE,8,2010-01-08 10:43:00,1.65,12417,Belgium,Europe
493899,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,6,2010-01-08 10:43:00,1.65,12417,Belgium,Europe
493899,POST,POSTAGE,3,2010-01-08 10:43:00,15.0,12417,Belgium,Europe
493900,M,Manual,1,2010-01-08 10:44:00,780.52,14911,EIRE,Europe
493922,21868,POTTING SHED TEA MUG,12,2010-01-08 11:13:00,1.25,13728,United Kingdom,UK
493922,22349,"DOG BOWL , CHASING BALL DESIGN",6,2010-01-08 11:13:00,3.75,13728,United Kingdom,UK
493922,22350,CAT BOWL,6,2010-01-08 11:13:00,2.55,13728,United Kingdom,UK
493922,48111,DOOR MAT 3 SMILEY CATS,4,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48129,DOOR MAT TOPIARY,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48138,DOOR MAT UNION FLAG,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48173C,DOOR MAT BLACK FLOCK,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48184,DOOR MAT ENGLISH ROSE,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48187,DOOR MAT NEW ENGLAND,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48194,DOORMAT HEARTS,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,48197,DOOR MAT BIRD ON THE WIRE,2,2010-01-08 11:13:00,6.75,13728,United Kingdom,UK
493922,85042,ANTIQUE LILY FAIRY LIGHTS,4,2010-01-08 11:13:00,4.95,13728,United Kingdom,UK
493923,20615,BLUE SPOTTY PASSPORT COVER,6,2010-01-08 11:16:00,2.1,13360,United Kingdom,UK
493923,20616,CHERRY BLOSSOM PASSPORT COVER,12,2010-01-08 11:16:00,2.1,13360,United Kingdom,UK
493923,20652,BLUE SPOTTY LUGGAGE TAG,12,2010-01-08 11:16:00,1.25,13360,United Kingdom,UK
493923,20653,CHERRY BLOSSOM LUGGAGE TAG,12,2010-01-08 11:16:00,1.25,13360,United Kingdom,UK
493923,20931,BLUE POT PLANT CANDLE,4,2010-01-08 11:16:00,3.75,13360,United Kingdom,UK
493923,20932,PINK POT PLANT CANDLE,4,2010-01-08 11:16:00,3.75,13360,United Kingdom,UK
493923,20933,YELLOW POT PLANT CANDLE,4,2010-01-08 11:16:00,3.75,13360,United Kingdom,UK
493923,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,6,2010-01-08 11:16:00,2.95,13360,United Kingdom,UK
493923,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,27,2010-01-08 11:16:00,2.55,13360,United Kingdom,UK
493923,21110,LARGE CAKE TOWEL PINK SPOTS,24,2010-01-08 11:16:00,5.95,13360,United Kingdom,UK
493923,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,2010-01-08 11:16:00,2.95,13360,United Kingdom,UK
493923,21112,"SWISS ROLL TOWEL, PINK  SPOTS",12,2010-01-08 11:16:00,2.95,13360,United Kingdom,UK
493923,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,2010-01-08 11:16:00,1.45,13360,United Kingdom,UK
493923,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-01-08 11:16:00,0.55,13360,United Kingdom,UK
493923,22122,SET OF 2 FANCY FONT TEA TOWELS,12,2010-01-08 11:16:00,2.95,13360,United Kingdom,UK
493923,37501,TEA TIME TEA SET IN GIFT BOX,6,2010-01-08 11:16:00,6.95,13360,United Kingdom,UK
493923,37502,TEA TIME MUG IN GIFT BOX,12,2010-01-08 11:16:00,2.95,13360,United Kingdom,UK
493923,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-01-08 11:16:00,10.75,13360,United Kingdom,UK
493923,47556B,TEA TIME TEA TOWELS,12,2010-01-08 11:16:00,2.95,13360,United Kingdom,UK
493923,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,24,2010-01-08 11:16:00,0.85,13360,United Kingdom,UK
493923,84987,SET OF 36 TEATIME PAPER DOILIES,24,2010-01-08 11:16:00,1.45,13360,United Kingdom,UK
493923,84991,60 TEATIME FAIRY CAKE CASES,24,2010-01-08 11:16:00,0.55,13360,United Kingdom,UK
493924,POST,POSTAGE,1,2010-01-08 11:25:00,180.0,12678,France,Europe
493925,21217,RED SPOTTY ROUND CAKE TINS,3,2010-01-08 11:25:00,9.95,15827,United Kingdom,UK
493925,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-01-08 11:25:00,1.25,15827,United Kingdom,UK
493925,22060,LARGE CAKE STAND HANGING HEARTS,2,2010-01-08 11:25:00,9.95,15827,United Kingdom,UK
493925,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2010-01-08 11:25:00,9.95,15827,United Kingdom,UK
493925,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2010-01-08 11:25:00,9.95,15827,United Kingdom,UK
493925,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2010-01-08 11:25:00,12.75,15827,United Kingdom,UK
493925,22260,FELT EGG COSY BLUE RABBIT,12,2010-01-08 11:25:00,0.85,15827,United Kingdom,UK
493925,22261,FELT EGG COSY WHITE RABBIT,12,2010-01-08 11:25:00,0.85,15827,United Kingdom,UK
493925,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2010-01-08 11:25:00,9.95,15827,United Kingdom,UK
493925,47556B,TEA TIME TEA TOWELS,6,2010-01-08 11:25:00,2.95,15827,United Kingdom,UK
493925,79072,TEATIME CAKE TIN WITH HANDLE,4,2010-01-08 11:25:00,9.95,15827,United Kingdom,UK
493925,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-01-08 11:25:00,0.55,15827,United Kingdom,UK
493926,21275,ZINC TOP  2 DOOR WOODEN SHELF,16,2010-01-08 11:28:00,3.95,13854,United Kingdom,UK
493926,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2010-01-08 11:28:00,3.75,13854,United Kingdom,UK
493926,21754,HOME BUILDING BLOCK WORD,9,2010-01-08 11:28:00,5.95,13854,United Kingdom,UK
493926,21755,LOVE BUILDING BLOCK WORD,9,2010-01-08 11:28:00,5.95,13854,United Kingdom,UK
493926,22120,WELCOME  WOODEN BLOCK LETTERS,3,2010-01-08 11:28:00,9.95,13854,United Kingdom,UK
493926,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-01-08 11:28:00,1.69,13854,United Kingdom,UK
493927,20996,JAZZ HEARTS ADDRESS BOOK,288,2010-01-08 11:50:00,0.36,14063,United Kingdom,UK
493927,21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,100,2010-01-08 11:50:00,2.55,14063,United Kingdom,UK
493929,20979,36 PENCILS TUBE RED SPOTTY,16,2010-01-08 11:55:00,1.25,14735,United Kingdom,UK
493929,21201,TROPICAL  HONEYCOMB PAPER GARLAND,24,2010-01-08 11:55:00,2.55,14735,United Kingdom,UK
493929,21217,RED SPOTTY ROUND CAKE TINS,5,2010-01-08 11:55:00,9.95,14735,United Kingdom,UK
493929,21741,COSY SLIPPER SHOES LARGE GREEN,12,2010-01-08 11:55:00,2.95,14735,United Kingdom,UK
